journal_id,name,institution,sinta_url,accreditation,subject_area,p_issn,e_issn,link_google_scholar,link_garuda,link_website,impact_factor,total_citations,gs_citations_all,gs_citations_since_2020,gs_h_index_all,gs_h_index_since_2020,gs_i10_index_all,gs_i10_index_since_2020
171,EMARA Indonesian Journal of Architecture,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,https://sinta.kemdikbud.go.id/journals/profile/171,Sinta 2,"Education, Engineering",24607878,24775975,https://scholar.google.co.id/citations?user=JMLw6rcAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8562,http://jurnalsaintek.uinsby.ac.id/index.php/EIJA,0.714286,412.0,412.0,375.0,10.0,9.0,10.0,8.0
172,Jurnal Perikanan dan Kelautan,UNIVERSITAS SULTAN AGENG TIRTAYASA,https://sinta.kemdikbud.go.id/journals/profile/172,Sinta 4,Engineering,20893469,25409484,https://scholar.google.co.id/citations?user=VyyxDIkAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7581,http://jurnal.untirta.ac.id/index.php/jpk,0.0,351.0,351.0,294.0,11.0,9.0,12.0,8.0
173,Jurnal Mamangan,STKIP PGRI SUMATERA BARAT,https://sinta.kemdikbud.go.id/journals/profile/173,Sinta 3,"Economy, Science",23018496,25031570,https://scholar.google.co.id/citations?user=ka3WTccAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7614,http://ejournal.stkip-pgri-sumbar.ac.id/index.php/jurnal-mamangan,1.86364,960.0,960.0,847.0,16.0,14.0,24.0,21.0
174,Jurnal Akademika Kimia,UNIVERSITAS TADULAKO,https://sinta.kemdikbud.go.id/journals/profile/174,Sinta 3,"Science, Education",23026030,24775185,https://scholar.google.co.id/citations?user=ZlT769EAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11010,http://jurnal.fkip.untad.ac.id/index.php/jak/,0.96875,3217.0,3217.0,2827.0,27.0,25.0,83.0,79.0
175,JEMS (Jurnal Edukasi Matematika dan Sains),IKIP PGRI MADIUN,https://sinta.kemdikbud.go.id/journals/profile/175,Sinta 4,Education,23379049,25024671,https://scholar.google.co.id/citations?user=VXJjG_AAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8264,http://e-journal.ikippgrimadiun.ac.id/index.php/JEMS/issue/archive,0.0,109.0,109.0,109.0,4.0,4.0,2.0,2.0
176,Jurnal Penjaminan Mutu,UNIVERSITAS HINDU NEGERI I GUSTI BAGUS SUGRIWA DENPASAR,https://sinta.kemdikbud.go.id/journals/profile/176,Sinta 4,"Education, Social",2407912,25483110,#!,https://garuda.kemdikbud.go.id/journal/view/11247,http://ojs.uhnsugriwa.ac.id/index.php/JPM,5.41071,3483.0,3483.0,3361.0,25.0,25.0,49.0,49.0
177,Jurnal Sumberdaya Hayati,"DEPARTEMEN BIOLOGI, FMIPA< IPB",https://sinta.kemdikbud.go.id/journals/profile/177,Sinta 4,"Science, Agriculture",,2477037,https://scholar.google.co.id/citations?user=m0cULz8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8089,http://journal.ipb.ac.id/index.php/sumberdayahayati/index,0.0,461.0,461.0,431.0,13.0,12.0,17.0,15.0
178,Teknobuga : Jurnal Teknologi Busana dan Boga,UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/178,Sinta 4,Engineering,20854056,25287087,https://scholar.google.co.id/citations?user=9H6c0A8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5687,http://journal.unnes.ac.id/nju/index.php/teknobuga,0.0,120.0,120.0,106.0,4.0,4.0,4.0,3.0
179,,,https://sinta.kemdikbud.go.id/journals/profile/179,,,,,,,,,,,,,,,
180,Jurnal Desain Komunikasi Visual Nirmana,JURUSAN DESAIN KOMUNIKASI VISUAL FAKULTAS SENI DAN DESAIN UNIVERSITAS KRISTEN PETRA SURABAYA,https://sinta.kemdikbud.go.id/journals/profile/180,Sinta 4,"Humanities, Art",02150905,27215695,https://scholar.google.co.id/citations?user=4qfYjocAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/25559,http://nirmana.petra.ac.id/index.php/dkv,2.89362,2485.0,2485.0,1714.0,21.0,16.0,48.0,31.0
181,Jurnal Informatika,PETRA PRESS,https://sinta.kemdikbud.go.id/journals/profile/181,Sinta 4,Science,14110105,25285823,https://scholar.google.co.id/citations?user=Wlk1qAQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/347,http://jurnalinformatika.petra.ac.id/,0.0,1396.0,1396.0,734.0,18.0,12.0,31.0,19.0
182,Widya Laksana,LEMBAGA PENELITIAN DAN PENGABDIAN KEPADA MASYARAKAT (LPPM) UNIVERSITAS PENDIDIKAN GANESHA,https://sinta.kemdikbud.go.id/journals/profile/182,Sinta 4,Education,14104369,25496859,https://scholar.google.co.id/citations?user=s6vC3xgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/13530,http://ejournal.undiksha.ac.id/index.php/JPKM/index,0.0,397.0,397.0,384.0,9.0,9.0,9.0,8.0
183,Jurnal Sains dan Informatika : Research of Science and Informatic,LEMBAGA LAYANAN PENDIDIKAN TINGGI WILAYAH X,https://sinta.kemdikbud.go.id/journals/profile/183,Sinta 4,Science,24599549,2502096,https://scholar.google.co.id/citations?user=CFCbHBwAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/29496,http://publikasi.lldikti10.id/index.php/jsi/issue/archive,2.52,1334.0,1334.0,1298.0,13.0,13.0,23.0,22.0
184,ARISTO,UNIVERSITAS MUHAMMADIYAH PONOROGO,https://sinta.kemdikbud.go.id/journals/profile/184,Sinta 3,"Education, Social",23385162,25278444,https://scholar.google.co.id/citations?user=RAHlnaAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10438,http://journal.umpo.ac.id/index.php/aristo,0.756757,1259.0,1259.0,1187.0,19.0,18.0,31.0,28.0
185,Psikohumaniora: Jurnal Penelitian Psikologi,PROGRAM STUDI PSIKOLOGI FAKULTAS PSIKOLOGI DAN KESEHATAN UNIVERSITAS ISLAM NEGERI WALISONGO SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/185,Sinta 1,"Health, Education, Social",25029363,25277456,https://scholar.google.co.id/citations?user=FE9oWx4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8645,https://journal.walisongo.ac.id/index.php/Psikohumaniora/index,5.8,2522.0,2522.0,2450.0,26.0,26.0,66.0,66.0
186,PESONA,UNIVERSITAS MUHAMMADIYAH PRINGSEWU LAMPUNG,https://sinta.kemdikbud.go.id/journals/profile/186,Sinta 5,Education,23562072,23562080,#!,https://garuda.kemdikbud.go.id/journal/view/6367,https://ejournal.umpri.ac.id/index.php/pesona/index,0.0,430.0,430.0,410.0,11.0,11.0,11.0,11.0
187,e-DuMath,UNIVERSITAS MUHAMMADIYAH PRINGSEWU,https://sinta.kemdikbud.go.id/journals/profile/187,Sinta 4,Education,23562056,23562064,https://scholar.google.co.id/citations?user=nUOnFOYAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/6368,http://ejournal.umpri.ac.id/index.php/edumath,0.0,1547.0,1547.0,1405.0,19.0,18.0,34.0,32.0
188,SMART,STKIP MUHAMMADIYAH PRINGSEWU LAMPUNG,https://sinta.kemdikbud.go.id/journals/profile/188,Sinta 4,Education,23562048,23562048,https://scholar.google.co.id/citations?user=rv9JHNYAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/6369,http://ejournal.stkipmpringsewu-lpg.ac.id/index.php/smart/index,1.22222,459.0,459.0,437.0,11.0,11.0,14.0,13.0
189,EPIGRAM,PUSAT PENELITIAN DAN PENGABDIAN KEPADA MASYARAKAT POLITEKNIK NEGERI JAKARTA,https://sinta.kemdikbud.go.id/journals/profile/189,Sinta 4,,2407909,2407909,https://scholar.google.co.id/citations?user=5Fo319wAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/4032,http://jurnal.pnj.ac.id/index.php/epigram,0.0,1269.0,1269.0,1145.0,17.0,16.0,31.0,28.0
190,Kajian Linguistik dan Sastra,MUHAMMADIYAH UNIVERSITY PRESS (MUP),https://sinta.kemdikbud.go.id/journals/profile/190,Sinta 3,,08529604,25412558,https://scholar.google.co.id/citations?user=_eG886MAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8132,http://journals.ums.ac.id/index.php/KLS,0.0,968.0,968.0,652.0,11.0,9.0,14.0,9.0
191,Jurnal Pencerahan,MAJELIS PENDIDIK DAERAH ACEH DAN UNIVERSITAS SYIAH KUALA,https://sinta.kemdikbud.go.id/journals/profile/191,Sinta 4,"Humanities, Education, Art, Social",16937775,16937775,https://scholar.google.co.id/citations?user=nnunfQsAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/6817,https://jurnal.usk.ac.id/jpp,0.0,540.0,540.0,409.0,7.0,6.0,7.0,4.0
192,JRAMathEdu (Journal of Research and Advances in Mathematics Education),MUHAMMADIYAH UNIVERSITY PRESS,https://sinta.kemdikbud.go.id/journals/profile/192,Sinta 2,Education,25033697,25412590,https://scholar.google.co.id/citations?user=qcirj3UAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9533,http://journals.ums.ac.id/index.php/jramathedu/index,5.20833,2565.0,2565.0,2484.0,30.0,30.0,63.0,63.0
193,Indigenous: Jurnal Ilmiah Psikologi,UNIVERSITAS MUHAMMADIYAH SURAKARTA,https://sinta.kemdikbud.go.id/journals/profile/193,Sinta 2,"Humanities, Art",08542880,2541450,https://scholar.google.co.id/citations?user=41dF9IAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9530,http://journals.ums.ac.id/index.php/indigenous,3.68889,4039.0,4039.0,3453.0,31.0,29.0,114.0,103.0
194,Jurnal Farmasi Galenika (Galenika Journal of Pharmacy),UNIVERSITAS TADULAKO,https://sinta.kemdikbud.go.id/journals/profile/194,Sinta 3,"Health, Science",24427284,24428744,https://scholar.google.co.id/citations?user=o5g7mYIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10334,https://bestjournal.untad.ac.id/index.php/Galenika,0.0,2790.0,2790.0,2617.0,28.0,27.0,78.0,76.0
195,Profetika,"LEMBAGA PENGEMBANGAN PUBLIKASI ILMIAH DAN BUKU AJAR, UNIVERSITAS MUHAMMADIYAH SURAKARTA",https://sinta.kemdikbud.go.id/journals/profile/195,Sinta 2,"Economy, Education, Social, Religion",14110881,25414534,#!,#!,https://journals2.ums.ac.id/index.php/profetika,3.88462,3216.0,3216.0,2924.0,26.0,24.0,77.0,71.0
196,Jurnal Cita Hukum,UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH JAKARTA,https://sinta.kemdikbud.go.id/journals/profile/196,Sinta 2,,23561440,2502230,https://scholar.google.co.id/citations?user=YSer5DkAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7177,http://journal.uinjkt.ac.id/index.php/citahukum,12.6667,3792.0,3792.0,3335.0,32.0,31.0,89.0,85.0
197,Jurnal Inspirasi Pendidikan,"FAKULTAS ILMU PENDIDIKAN, UNIVERSITAS PGRI KANJURUHAN MALANG",https://sinta.kemdikbud.go.id/journals/profile/197,Sinta 3,Education,20889704,25494147,https://scholar.google.co.id/citations?user=U6jaEMoAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/6273,http://ejournal.unikama.ac.id/index.php/jrnspirasi/issue/archive,3.95,2153.0,2153.0,1977.0,23.0,21.0,55.0,53.0
198,Ethical Lingua: Journal of Language Teaching and Literature,UNIVERSITAS COKROAMINOTO PALOPO,https://sinta.kemdikbud.go.id/journals/profile/198,Sinta 3,Education,23553448,25409190,https://scholar.google.co.id/citations?user=YzjzEUsAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/18971,https://ethicallingua.org,1.60606,1686.0,1686.0,1647.0,17.0,16.0,43.0,41.0
199,Journal of Aceh Physics Society,UNIVERSITAS SYIAH KUALA,https://sinta.kemdikbud.go.id/journals/profile/199,Sinta 5,Science,,23558229,https://scholar.google.co.id/citations?user=tpSTBDAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7933,https://jurnal.usk.ac.id/jacps,1.57143,436.0,436.0,392.0,11.0,10.0,15.0,11.0
200,Jurnal Katalisator,LEMBAGA LAYANAN PENDIDIKAN TINGGI  WILAYAH X,https://sinta.kemdikbud.go.id/journals/profile/200,Sinta 3,"Science, Engineering",25020943,25020943,https://scholar.google.co.id/citations?user=7N0rZxQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/30205,https://publikasi.lldikti10.id/index.php/katalisator/,0.0,1012.0,1012.0,965.0,18.0,18.0,29.0,29.0
201,Jurnal Natural,UNIVERSITAS SYIAH KUALA,https://sinta.kemdikbud.go.id/journals/profile/201,Sinta 2,Education,14118513,25414062,https://scholar.google.co.id/citations?user=M30wpb4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/28940,https://jurnal.usk.ac.id/natural,3.50746,823.0,823.0,647.0,15.0,12.0,24.0,12.0
202,RechtIdee,UNIVERSITAS TRUNOJOYO MADURA,https://sinta.kemdikbud.go.id/journals/profile/202,Sinta 3,Education,19075790,2502762,#!,#!,http://journal.trunojoyo.ac.id/rechtidee/index,1.57143,565.0,565.0,534.0,12.0,11.0,17.0,15.0
203,JRPM (Jurnal Review Pembelajaran Matematika),PROGRAM STUDI PENDIDIKAN MATEMATIKA UIN SUNAN AMPEL SURABAYA,https://sinta.kemdikbud.go.id/journals/profile/203,Sinta 3,Education,,25031384,https://scholar.google.co.id/citations?user=HWQnFFwAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10812,http://jrpm.uinsby.ac.id/index.php/jrpm/index,5.91304,1764.0,1764.0,1687.0,22.0,22.0,45.0,44.0
204,UMBARA Indonesian Journal of Anthropology,DEPARTEMEN ANTROPOLOGI FISIP UNIVERSITAS PADJADJARAN,https://sinta.kemdikbud.go.id/journals/profile/204,Sinta 3,Social,25282115,25281569,https://scholar.google.co.id/citations?user=TMb4gAYAAAAJ&hl=en,#!,http://jurnal.unpad.ac.id/umbara,1.03846,1083.0,1083.0,1023.0,14.0,13.0,22.0,21.0
205,ATTARBIYAH: Journal of Islamic Culture and Education,IAIN SALATIGA,https://sinta.kemdikbud.go.id/journals/profile/205,Sinta 3,"Education, Social, Religion",,25486020,https://scholar.google.co.id/citations?user=tinyurl.com/1acbb249&hl=en,https://garuda.kemdikbud.go.id/journal/view/10420,https://www.attarbiyah.iainsalatiga.ac.id/index.php/attarbiyah/index,0.0,296.0,296.0,289.0,9.0,9.0,9.0,9.0
206,JMPM: Jurnal Matematika dan Pendidikan Matematika,FMIPA UNIPDU,https://sinta.kemdikbud.go.id/journals/profile/206,Sinta 3,,2502986,25029878,https://scholar.google.co.id/citations?user=FonvSgQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11020,http://www.journal.unipdu.ac.id/index.php/jmpm,0.0,1263.0,1263.0,1188.0,18.0,17.0,29.0,28.0
207,"CESS (Journal of Computer Engineering, System and Science)",UNIVERSITAS NEGERI MEDAN,https://sinta.kemdikbud.go.id/journals/profile/207,Sinta 4,Science,25027131,2502714,https://scholar.google.co.id/citations?user=C_9gxxMAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8273,http://jurnal.unimed.ac.id/2012/index.php/cess,0.84,3903.0,3903.0,3768.0,32.0,31.0,91.0,89.0
208,Jurnal Teknologi Pertanian Andalas,UNIVERSITAS ANDALAS,https://sinta.kemdikbud.go.id/journals/profile/208,Sinta 3,"Science, Agriculture",14101920,25794019,#!,https://garuda.kemdikbud.go.id/journal/view/14780,http://tpa.fateta.unand.ac.id/index.php/JTPA,1.15068,1607.0,1607.0,1520.0,19.0,19.0,51.0,48.0
209,UNIFIKASI : Jurnal Ilmu Hukum,PROGRAM STUDI ILMU HUKUM FAKULTAS HUKUM UNIVERSITAS KUNINGAN,https://sinta.kemdikbud.go.id/journals/profile/209,Sinta 3,Education,23545976,25807382,https://scholar.google.co.id/citations?user=GQ0twj4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/39462,https://journal.fhukum.uniku.ac.id/unifikasi,0.571429,1690.0,1690.0,1424.0,16.0,15.0,34.0,28.0
210,Bahastra,UNIVERSITAS AHMAD DAHLAN,https://sinta.kemdikbud.go.id/journals/profile/210,Sinta 2,Education,02154994,25484583,https://scholar.google.co.id/citations?user=awjRXQwAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/33324,http://journal1.uad.ac.id/index.php/BAHASTRA,0.0,499.0,499.0,451.0,13.0,12.0,17.0,16.0
211,Al-Athfal: Jurnal Pendidikan Anak,PROGRAM STUDI PENDIDIKAN GURU RAUDLATUL ATHFAL UIN SUNAN KALIJAGA YOGYAKARTA,https://sinta.kemdikbud.go.id/journals/profile/211,Sinta 3,Education,24774715,24774715,https://scholar.google.co.id/citations?user=72PtKLQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11301,http://ejournal.uin-suka.ac.id/tarbiyah/index.php/alathfal,1.9375,2643.0,2643.0,2554.0,24.0,24.0,56.0,56.0
212,Jurnal SPORTIF : Jurnal Penelitian Pembelajaran,UNIVERSITAS NUSANTARA PGRI KEDIRI,https://sinta.kemdikbud.go.id/journals/profile/212,Sinta 2,Education,25487833,24773379,#!,https://garuda.kemdikbud.go.id/journal/view/13734,http://ojs.unpkediri.ac.id/index.php/pjk,1.59048,2474.0,2474.0,2438.0,22.0,22.0,79.0,78.0
213,Al Ibtida: Jurnal Pendidikan Guru MI,JURUSAN PGMI FAKULTAS ILMU TARBIYAH DAN KEGURUAN IAIN SYEKH NURJATI CIREBON DAN PERKUMPULAN DOSEN PGMI INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/213,Sinta 2,Education,24425133,25277227,#!,https://garuda.kemdikbud.go.id/journal/view/9450,http://syekhnurjati.ac.id/jurnal/index.php/ibtida,4.36667,3759.0,3759.0,3613.0,30.0,29.0,81.0,79.0
214,JABE (Journal of Accounting and Business Education),UNIVERSITAS NEGERI MALANG,https://sinta.kemdikbud.go.id/journals/profile/214,Sinta 2,Economy,25287281,2528729,https://scholar.google.co.id/citations?user=F953IHgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8686,http://journal2.um.ac.id/index.php/jabe/index,0.0,746.0,746.0,645.0,9.0,8.0,9.0,7.0
215,At-Turats,FAKULTAS TARBIYAH DAN ILMU KEGURUAN (FTIK),https://sinta.kemdikbud.go.id/journals/profile/215,Sinta 4,Education,1978418,25028359,https://scholar.google.co.id/citations?user=ULHlLc4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10764,http://jurnaliainpontianak.or.id/index.php/atturats/index,0.0,275.0,275.0,253.0,10.0,10.0,10.0,10.0
216,Ekonomi Bisnis,UNIVERSITAS NEGERI MALANG,https://sinta.kemdikbud.go.id/journals/profile/216,Sinta 3,"Economy, Social",08537283,25280503,https://scholar.google.co.id/citations?user=6x6y-g4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9804,http://journal2.um.ac.id/index.php/ekobis,0.0,2314.0,2314.0,1488.0,23.0,21.0,35.0,30.0
217,Indonesian Journal of Life Cycle Assessment and Sustainability (IJoLCAS),INDONESIAN LIFE CYCLE ASSESSMENT NETWORK (ILCAN) & PPKIMIA-LIPI,https://sinta.kemdikbud.go.id/journals/profile/217,Sinta 4,Education,2548804,2548804,https://scholar.google.co.id/citations?user=RXLpnpMAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14811,http://ijolcas.ilcan.or.id/index.php/IJoLCAS,0.0,52.0,52.0,47.0,4.0,4.0,3.0,3.0
218,Jurnal Ortopedagogia,"JURUSAN PENDIDIKAN LUAR BIASA, FAKULTAS ILMU PENDIDIKAN, UNIVERSITAS NEGERI MALANG",https://sinta.kemdikbud.go.id/journals/profile/218,Sinta 3,Health,23551143,25282980,https://scholar.google.co.id/citations?user=WDRhcMUAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8697,http://journal2.um.ac.id/index.php/JO,1.52381,1294.0,1294.0,1256.0,19.0,17.0,36.0,35.0
219,Jurnal Teknik Sipil dan Perencanaan,"JURUSAN TEKNIK SIPIL, FAKULTAS TEKNIK, UNIVERSITAS NEGERI SEMARANG",https://sinta.kemdikbud.go.id/journals/profile/219,Sinta 3,Engineering,,2503189,https://scholar.google.co.id/citations?user=or-_0TMAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5677,http://journal.unnes.ac.id/nju/index.php/jtsp,1.83871,2050.0,2050.0,1691.0,22.0,20.0,58.0,48.0
220,Rekayasa Bahan Alam dan Energi Berkelanjutan,UNIVERSITAS BRAWIJAYA,https://sinta.kemdikbud.go.id/journals/profile/220,Sinta 4,"Science, Social, Engineering",25482181,25482181,https://scholar.google.co.id/citations?user=Dymqs40AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10411,http://rbaet.ub.ac.id/index.php/rbaet,1.86207,279.0,279.0,269.0,9.0,9.0,8.0,8.0
221,Chimica et Natura Acta,"DEPARTEMEN KIMIA, FMIPA, UNIVERSITAS PADJADJARAN",https://sinta.kemdikbud.go.id/journals/profile/221,Sinta 2,"Science, Agriculture, Social",2355086,25412574,https://scholar.google.co.id/citations?user=dVNNIqAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11016,http://jurnal.unpad.ac.id/jcena/index,1.32143,1610.0,1610.0,1482.0,19.0,18.0,46.0,41.0
222,Prasasti: Journal of Linguistics,FAKULTAS ILMU BUDAYA UNIVERSITAS SEBELAS MARET,https://sinta.kemdikbud.go.id/journals/profile/222,Sinta 5,Education,25032658,25272969,https://scholar.google.co.id/citations?user=TfIr75gAAAAJ&hl=en,#!,https://jurnal.uns.ac.id/pjl,0.0,875.0,875.0,808.0,17.0,16.0,31.0,28.0
223,Jurnal Ilmiah Edutic : Pendidikan dan Informatika,UNIVERSITAS TRUNOJOYO MADURA,https://sinta.kemdikbud.go.id/journals/profile/223,Sinta 4,"Science, Education",24074489,25287303,https://scholar.google.co.id/citations?user=bjj8qp4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/27406,https://journal.trunojoyo.ac.id/edutic,0.0,215.0,215.0,212.0,5.0,5.0,5.0,5.0
224,MENDIDIK: Jurnal Kajian Pendidikan dan Pengajaran,FKIP UNIVERSITAS MATHLA'UL ANWAR BANTEN,https://sinta.kemdikbud.go.id/journals/profile/224,Sinta 5,,24431435,25284290,https://scholar.google.co.id/citations?user=Hjtto_EAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/36033,https://ejournal.fkipunmabanten.ac.id/mendidik,3.28205,1029.0,1029.0,957.0,15.0,14.0,26.0,24.0
225,Jurnal Kesehatan Komunitas,STIKES HANG TUAH PEKANBARU,https://sinta.kemdikbud.go.id/journals/profile/225,Sinta 3,Health,20887612,25488538,https://scholar.google.co.id/citations?user=1Qp3OpIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11296,http://jurnal.htp.ac.id/index.php/keskom,1.63158,2421.0,2421.0,2241.0,26.0,25.0,65.0,60.0
226,(JRAMB) Jurnal Riset Akuntansi Mercu Buana,UNIVERSITAS MERCU BUANA YOGYAKARTA,https://sinta.kemdikbud.go.id/journals/profile/226,Sinta 4,Economy,24601233,25484338,https://scholar.google.co.id/citations?user=K9VA070AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14785,http://ejurnal.mercubuana-yogya.ac.id/index.php/akuntansi,0.0,714.0,714.0,667.0,12.0,12.0,15.0,15.0
227,Journal of Tropical Pharmacy and Chemistry,FAKULTAS FARMASI UNIVERSITAS MULAWARMAN,https://sinta.kemdikbud.go.id/journals/profile/227,Sinta 4,"Health, Science, Agriculture, Engineering",20877099,24076090,#!,https://garuda.kemdikbud.go.id/journal/view/13883,https://jtpc.farmasi.unmul.ac.id,0.661538,1287.0,1287.0,1144.0,17.0,15.0,33.0,29.0
228,"Dialektika: Jurnal Bahasa, Sastra, dan Pendidikan Bahasa dan Sastra Indonesia",PENDIDIKAN BAHASA DAN SASTRA INDONESIA UIN SYARIF HIDAYATULLAH JAKARTA,https://sinta.kemdikbud.go.id/journals/profile/228,Sinta 3,Education,25025201,25025201,https://scholar.google.co.id/citations?user=DtkyMBIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/333,http://journal.uinjkt.ac.id/index.php/dialektika/index,0.0,871.0,871.0,806.0,16.0,15.0,32.0,29.0
229,AGROLAND: The Agricultural Sciences Journal,AGRICULTURE FACULTY OF TADULAKO UNIVERSITY AND INDONESIAN SOCIETY FOR MAJOR IN AGRICULTURE,https://sinta.kemdikbud.go.id/journals/profile/229,Sinta 4,Agriculture,24077585,24077593,https://scholar.google.co.id/citations?user=UNrP-ukAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10255,http://jurnal.faperta.untad.ac.id/index.php/agroland/index,0.0,62.0,62.0,57.0,5.0,4.0,0.0,0.0
230,The Journal of Experimental Life Sciences (JELS),UNIVERSITAS BRAWIJAYA,https://sinta.kemdikbud.go.id/journals/profile/230,Sinta 4,Education,20872852,23381655,https://scholar.google.co.id/citations?user=GCZzVCAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/4869,https://jels.ub.ac.id/index.php/jels,0.0,1219.0,1219.0,997.0,17.0,15.0,32.0,25.0
231,Jurnal Pendidikan Biologi,"PROGRAM STUDI MAGISTER PENDIDIKAN BIOLOGI, PASCASARJANA UNIVERSITAS NEGERI MEDAN",https://sinta.kemdikbud.go.id/journals/profile/231,Sinta 4,Education,20862245,25023810,https://scholar.google.co.id/citations?user=mmGA_8wAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10531,http://jurnal.unimed.ac.id/2012/index.php/JPB/issue/archive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,JBIO: jurnal biosains (the journal of biosciences),UNIVERSITAS NEGERI MEDAN,https://sinta.kemdikbud.go.id/journals/profile/232,Sinta 4,"Health, Science, Agriculture, Social",24431230,24606804,https://scholar.google.co.id/citations?user=4uiH6-EAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/3877,https://jurnal.unimed.ac.id/2012/index.php/biosains,2.25,1165.0,1165.0,1059.0,18.0,18.0,42.0,40.0
233,IJET (Indonesian Journal of English Teaching),PRODI PENDIDIKAN BAHASA INGGRIS UIN SUNAN AMPEL SURABAYA,https://sinta.kemdikbud.go.id/journals/profile/233,Sinta 4,Education,23022957,25486497,https://scholar.google.co.id/citations?user=bDlepm4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/26064,http://jurnalftk.uinsby.ac.id/index.php/IJET/issue/archive,0.0,568.0,568.0,550.0,10.0,10.0,11.0,11.0
234,Jurnal Teknologi,FAKULTAS TEKNIK UNIVERSITAS MUHAMMADIYAH JAKARTA,https://sinta.kemdikbud.go.id/journals/profile/234,Sinta 3,Science,24600288,24600288,https://scholar.google.co.id/citations?user=4iXCRhwAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/6722,https://jurnal.umj.ac.id/index.php/jurtek,2.33333,2192.0,2192.0,2075.0,24.0,24.0,67.0,64.0
